Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
740144,1905/05/03,"22 h 57 min","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",REPLIQUE,1015210.67,6565581.75,46.12,7.08,,"INFORMATION ISOLÉE"
740145,1905/05/04,"0 h 55 min","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",REPLIQUE,1015210.67,6565581.75,46.12,7.08,,"INFORMATION ISOLÉE"
740146,1905/05/06,"3 h 45 min","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",REPLIQUE,1008057.82,6554096.51,46.02,6.98,,
650243,1905/05/17,"15 h","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,468943.46,6219035.85,43.03,0.17,,
1130067,1905/05/30,"5 h","PIEMONT (FOSSANO)",ITALIE,,1074433.28,6394622.49,44.55,7.72,6,"ASSEZ SURE"
630052,1905/06/04,,"LIMAGNE (RIOM)",AUVERGNE,,716793.87,6535242.74,45.92,3.22,5,INCERTAINE
740065,1905/07/13,"10 h 15 min","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",,963943.13,6559439.26,46.08,6.42,,"INFORMATION ISOLÉE"
650244,1905/07/28,"17 h 55 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,464664.82,6213627.59,42.98,0.12,6.5,INCERTAINE
740066,1905/08/13,"1 h","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",REPLIQUE,999586.16,6542556.30,45.92,6.87,,
740067,1905/08/13,"10 h 22 min","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",,1010821.77,6550530.13,45.98,7.02,7,"ASSEZ SURE"
740147,1905/08/13,"11 h","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",REPLIQUE,1005574.67,6552118.45,46.00,6.95,,
1130170,1905/09/09,"3 h 45 min","RIVIERA DI PONENTE (SAVONA)",ITALIE,,1118926.95,6364041.09,44.25,8.25,4,"ASSEZ SURE"
640286,1905/10/19,"22 h 3 min","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,405951.33,6240155.47,43.20,-0.62,,
640287,1905/10/19,"23 h 12 min","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,405951.33,6240155.47,43.20,-0.62,,
440039,1905/11/06,"19 h 53 min","MARAIS BRETON (MACHECOUL)","PAYS NANTAIS ET VENDEEN",,345712.06,6667854.28,47.02,-1.67,4.5,INCERTAINE
650245,1905/11/08,"8 h 45 min","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,478007.44,6205736.56,42.92,0.28,4.5,INCERTAINE
650470,1905/11/08,"22 h 46 min","BIGORRE (CAMPAN)","PYRENEES CENTRALES",REPLIQUE,478007.44,6205736.56,42.92,0.28,,
160047,1905/11/24,"20 h","ANGOUMOIS (ST-AMAND-DE-BOIXE)",CHARENTES,PRECURSEUR,477382.78,6526305.19,45.80,0.13,3,"INFORMATION ISOLÉE"
170071,1905/11/25,"10 h 57 min 52 sec","ANGOUMOIS (ST-AMAND-DE-BOIXE)",CHARENTES,,477382.78,6526305.19,45.80,0.13,5,"ASSEZ SURE"
1120022,1905/12/06,"0 h 9 min 22 sec","BAS-VALAIS (BEX)",SUISSE,,1008314.79,6574494.84,46.20,7.00,5,"ASSEZ SURE"
1120257,1905/12/06,"0 h 29 min","BAS-VALAIS (BEX)",SUISSE,REPLIQUE,1012260.26,6572842.82,46.18,7.05,,
380045,1905/12/08,"9 h 43 min 10 sec","GRESIVAUDAN (GRENOBLE)",DAUPHINE,,913329.05,6457450.46,45.18,5.72,,
560020,1905/12/17,"21 h 45 min","VANNETAIS (ARRADON)",BRETAGNE,,263589.21,6741964.39,47.63,-2.82,5,"ASSEZ SURE"
90014,1905/12/19,"23 h 45 min","COUSERANS (USTOU)","PYRENEES CENTRALES",,556735.73,6192384.51,42.82,1.25,,
650246,1906/01/01,"12 h 57 min","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,470235.90,6217135.32,43.02,0.18,,
490066,1906/01/03,,"VAL D'ANJOU (BRAIN-SUR-AUTHION)",ANJOU,,442622.62,6711085.33,47.45,-0.42,,
1140094,1906/01/04,"5 h 40 min","CATALOGNE (AMER)",ESPAGNE,,665417.15,6101884.83,42.02,2.58,,
260098,1906/01/09,,"BAS-PLATEAUX DAUPHINOIS (ST-SORLIN-EN-V.)",DAUPHINE,,859492.77,6463237.96,45.25,5.03,,
340014,1906/01/12,"17 h","LITTORAL LANGUEDOCIEN (AGDE)",LANGUEDOC,,737878.19,6246501.84,43.32,3.47,3,"INFORMATION ISOLÉE"
670072,1906/01/22,"20 h 30 min 46 sec","PLAINE DE BASSE-ALSACE (STRASBOURG)",ALSACE,,1050141.67,6841992.57,48.58,7.75,3,"INFORMATION ISOLÉE"
1130171,1906/03/17,"1 h","RIVIERA DI PONENTE (CALIZZANO)",ITALIE,,1108422.55,6361494.89,44.23,8.12,2,"INFORMATION ISOLÉE"
650247,1906/03/28,"13 h 55 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,447498.55,6227259.57,43.10,-0.10,4,"ASSEZ SURE"
1130172,1906/04/18,"21 h 40 min","PIEMONT (SUSA)",ITALIE,,1018238.37,6456390.38,45.13,7.05,4,"INFORMATION ISOLÉE"
650471,1906/04/27,"0 h 36 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,3,"INFORMATION ISOLÉE"
670073,1906/05/06,"18 h 17 min 26 sec","VALLEE DU RHIN (KEHL)",ALLEMAGNE,,1055049.91,6842290.26,48.58,7.82,3.5,"ASSEZ SURE"
1150093,1906/05/08,"16 h 15 min",GUERNSEY,"ILES ANGLO-NORMANDES","GROUPE DE SECOUSSES D UN ESSAIM",312020.54,6955867.64,49.58,-2.37,3.5,ARBITRAIRE
690016,1906/06/06,"11 h 20 min","MONTS DU BEAUJOLAIS (GRANDRIS)",FOREZ-LYONNAIS,,810856.59,6549181.67,46.03,4.43,5.5,"ASSEZ SURE"
650248,1906/06/10,"23 h 15 min","BIGORRE (SARRANCOLIN)","PYRENEES CENTRALES",,479685.63,6214950.73,43.00,0.30,4,INCERTAINE
1100092,1906/06/10,"1 h 53 min","ARDENNES (SCY)",BELGIQUE,,858115.36,7024680.87,50.30,5.22,,"INFORMATION ISOLÉE"
670074,1906/07/04,"2 h 34 min 15 sec","PLAINE DE BASSE-ALSACE (STRASBOURG)",ALSACE,,1050141.67,6841992.57,48.58,7.75,,
670075,1906/07/04,"8 h 2 min 30 sec","PLAINE DE BASSE-ALSACE (STRASBOURG)",ALSACE,REPLIQUE,1050141.67,6841992.57,48.58,7.75,,
680068,1906/07/24,"2 h","SUNDGAU (FERRETTE)",ALSACE,,1024810.35,6719951.14,47.50,7.32,,
650249,1906/08/09,"6 h","BIGORRE (ST-LARY-SOULAN)","PYRENEES CENTRALES",,480352.44,6194529.34,42.82,0.32,,
650250,1906/08/09,"18 h","BIGORRE (ST-LARY-SOULAN)","PYRENEES CENTRALES",,480352.44,6194529.34,42.82,0.32,,
1130068,1906/08/11,"10 h","RIVIERA DI PONENTE (TAGGIA)",ITALIE,,1089664.91,6319488.32,43.87,7.85,6,INCERTAINE
640535,1906/08/19,"22 h 10 min","PAYS BASQUE (ST-JEAN-DE-LUZ)","PYRENEES OCCIDENTALES",,323332.30,6266747.13,43.40,-1.65,,"INFORMATION ISOLÉE"
650251,1906/09/14,"2 h 37 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,463713.35,6224788.80,43.08,0.10,,
880027,1906/09/20,"3 h 26 min","VOSGES COMTOISES (SERVANCE)",FRANCHE-COMTE,,975465.41,6754530.18,47.83,6.68,5,INCERTAINE
880075,1906/09/20,"5 h 30 min","PLATEAU DE HAUTE-SAONE (VESOUL)",FRANCHE-COMTE,,936562.04,6728750.87,47.62,6.15,,"INFORMATION ISOLÉE"
650252,1906/09/25,"1 h 19 min","BIGORRE (CAMPAN ?)","PYRENEES CENTRALES",,477030.95,6216896.42,43.02,0.27,,
650253,1906/10/09,"4 h","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,465957.23,6211726.12,42.97,0.13,5.5,ARBITRAIRE
660043,1906/12/18,,"PLAINE DU ROUSSILLON (BAHO)","PYRENEES ORIENTALES",,684960.05,6177839.12,42.70,2.82,5,"INFORMATION ISOLÉE"
650254,1907/01,,"BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES","GROUPE DE SECOUSSES D UN ESSAIM",467718.61,6222788.66,43.07,0.15,,
1100093,1907/02/03,"20 h 30 min","HAUTES-FAGNES (SPA)",BELGIQUE,,899970.31,7052020.45,50.53,5.82,3,"INFORMATION ISOLÉE"
170072,1907/02/15,"11 h 54 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3,"INFORMATION ISOLÉE"
30012,1907/03/11,"13 h","COMBRAILLE (MONTMARAULT)",BOURBONNAIS,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",696152.62,6579641.34,46.32,2.95,,
30013,1907/03/11,"13 h 30 min","COMBRAILLE (MONTMARAULT)",BOURBONNAIS,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",696152.62,6579641.34,46.32,2.95,,
30014,1907/03/11,"18 h","COMBRAILLE (MONTMARAULT)",BOURBONNAIS,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",696152.62,6579641.34,46.32,2.95,,
30015,1907/03/11,"18 h 10 min","COMBRAILLE (MONTMARAULT)",BOURBONNAIS,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",696152.62,6579641.34,46.32,2.95,,
30016,1907/03/12,"23 h 50 min","COMBRAILLE (MONTMARAULT)",BOURBONNAIS,"GROUPE DE SECOUSSES D UN ESSAIM",696152.62,6579641.34,46.32,2.95,,
1120258,1907/03/30,"1 h 10 min","JURA SUISSE (NEUCHATEL)",SUISSE,,998756.60,6662973.34,47.00,6.93,5,"ASSEZ SURE"
220017,1907/04/04,"4 h 30 min","TREGOR (GUINGAMP)",BRETAGNE,,254998.93,6842908.65,48.53,-3.03,4.5,INCERTAINE
640573,1907/06/05,,"BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,405951.33,6240155.47,43.20,-0.62,,"INFORMATION ISOLÉE"
1130188,1907/08/10,,"PIEMONT (CUNEO)",ITALIE,,1107343.49,6378124.05,44.38,8.12,2.5,"INFORMATION ISOLÉE"
680069,1907/08/11,"4 h 14 min","PLAINE DE HAUTE-ALSACE (THANN)",ALSACE,,1004681.62,6744840.95,47.73,7.07,,
340015,1907/08/16,"12 h 36 min","VALLEE DE L'ORB (BEDARIEUX)",LANGUEDOC,,718878.92,6266796.29,43.50,3.23,5,SURE
650431,1907/08/16,"10 h 15 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,,
1130175,1907/08/22,"2 h 22 min","RIVIERA DI PONENTE (IMPERIA)",ITALIE,,1103037.76,6320324.90,43.87,8.02,3,"INFORMATION ISOLÉE"
1130177,1907/08/23,"9 h 25 min","RIVIERA DI PONENTE (IMPERIA)",ITALIE,,1103037.76,6320324.90,43.87,8.02,3,"INFORMATION ISOLÉE"
1130178,1907/08/23,"17 h 40 min","RIVIERA DI PONENTE (IMPERIA)",ITALIE,,1103037.76,6320324.90,43.87,8.02,2,"INFORMATION ISOLÉE"
1130179,1907/08/23,"21 h","RIVIERA DI PONENTE (IMPERIA)",ITALIE,,1103037.76,6320324.90,43.87,8.02,4,"ASSEZ SURE"
490086,1907/09,,"VALLEE DE LA SARTHE (CHATEAUNEUF/SARTHE)",ANJOU,,438747.05,6737201.67,47.68,-0.48,,"INFORMATION ISOLÉE"
650512,1907/09/10,"14 h 16 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,3,"INFORMATION ISOLÉE"
1140095,1907/10/21,"4 h 36 min","CATALOGNE (BESALU)",ESPAGNE,,669679.02,6125976.33,42.23,2.63,,"INFORMATION ISOLÉE"
260099,1907/12/09,"1 h 30 min","TRICASTIN (DIEULEFIT)",DAUPHINE,,866886.78,6381952.72,44.52,5.10,5,INCERTAINE
260100,1907/12/09,"2 h","TRICASTIN (DIEULEFIT)",DAUPHINE,REPLIQUE,864238.42,6381882.83,44.52,5.07,,
440040,1907/12/12,"5 h 33 min","PAYS DE CHATEAUBRIANT (TREFFIEUX)","PAYS NANTAIS ET VENDEEN",,359647.67,6733804.44,47.62,-1.53,6,INCERTAINE
260101,1907/12/26,,"TRICASTIN (ROUSSAS)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",842018.62,6368377.08,44.40,4.78,,
260102,1907/12/26,"23 h","TRICASTIN (ROUSSAS)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843261.29,6372109.14,44.43,4.80,5,"INFORMATION ISOLÉE"
260103,1908/01/07,"15 h","TRICASTIN (ROUSSAS)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843261.29,6372109.14,44.43,4.80,5,"INFORMATION ISOLÉE"
670076,1908/01/09,"23 h 27 min 45 sec","VALLEE DU RHIN (KEHL)",ALLEMAGNE,,1055049.91,6842290.26,48.58,7.82,4.5,"ASSEZ SURE"
260104,1908/01/10,"6 h","TRICASTIN (ROUSSAS)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843261.29,6372109.14,44.43,4.80,5,"INFORMATION ISOLÉE"
1120259,1908/01/20,"1 h","JURA SUISSE (LA CHAUX-DE-FONDS)",SUISSE,,991800.55,6675604.35,47.12,6.85,3.5,"INFORMATION ISOLÉE"
1130180,1908/04/11,"2 h 25 min","PIEMONT (FENESTRELLE)",ITALIE,,1018807.76,6445298.74,45.03,7.05,4,INCERTAINE
1130181,1908/05/09,"4 h 1 min","RIVIERA DI LEVANTE (CHIAVARI)",ITALIE,,1203284.17,6377656.76,44.32,9.32,5,INCERTAINE
1130182,1908/05/24,"7 h 36 min","PIEMONT (NOVARA)",ITALIE,,1141899.63,6508513.04,45.53,8.67,4,"ASSEZ SURE"
850028,1908/05/31,"22 h 9 min","COTE VENDEENNE (ST-JEAN-DE-MONTS)","PAYS NANTAIS ET VENDEEN",,308406.90,6640497.75,46.75,-2.13,,
650255,1908/07/10,"16 h 6 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,,,,,,
370039,1908/08/04,"9 h 15 min","BRENNE (N. AZAY-LE-FERRON)",BERRY,,559134.28,6644223.22,46.88,1.15,5,INCERTAINE
490067,1908/09/23,"23 h 21 min","VALLEE DU LAYON (AUBIGNE)",ANJOU,,439142.86,6688998.93,47.25,-0.45,5.5,INCERTAINE
490068,1908/10/18,"5 h","VALLEE DU LAYON (AUBIGNE)",ANJOU,REPLIQUE,440860.82,6670394.01,47.08,-0.42,,
650256,1908/10/19,"7 h","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,445776.08,6218054.72,43.02,-0.12,4.5,INCERTAINE
1100105,1908/11/12,"9 h 14 min 26 sec","HAUTES-FAGNES (AYWAILLE)",BELGIQUE,,896747.23,7042616.79,50.45,5.77,5.5,INCERTAINE
650257,1908/11/13,"19 h 56 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,459433.68,6219384.26,43.03,0.05,,
600012,1908/11/18,"1 h","BEAUVAISIS (GANNES)",PICARDIE,,657782.55,6940979.51,49.57,2.42,5,"ASSEZ SURE"
650258,1908/12/13,"1 h 25 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,451068.19,6214138.67,42.98,-0.05,,
490069,1908/12/18,"16 h","COTEAU DU THOUET (PUY-NOTRE-DAME)",ANJOU,,454985.26,6675357.49,47.13,-0.23,,
500033,1908/12/18,"17 h 5 min","BOCAGE NORMAND (COUTANCES)",NORMANDIE,,370111.43,6894638.37,49.07,-1.52,4.5,INCERTAINE
640288,1908/12/28,,"BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,401631.01,6234790.16,43.15,-0.67,,
1130183,1908/12/28,"4 h 40 min","PIEMONT (SESTRIERE)",ITALIE,,1006153.87,6435395.46,44.95,6.88,3.5,"INFORMATION ISOLÉE"
560059,1909/01/01,"22 h 20 min","VANNETAIS (VANNES)",BRETAGNE,,267469.01,6743535.99,47.65,-2.77,3,"INFORMATION ISOLÉE"
380046,1909/01/13,"1 h","GRESIVAUDAN (GRENOBLE)",DAUPHINE,,913329.05,6457450.46,45.18,5.72,,
740068,1909/02/10,"2 h 40 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",PRECURSEUR,986057.17,6582671.73,46.28,6.72,4.5,"ASSEZ SURE"
120011,1909/02/11,"3 h","SEGALA (RODEZ)",QUERCY-ROUERGUE,,666815.38,6366860.85,44.40,2.58,4,INCERTAINE
740069,1909/02/17,"16 h 58 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",,986057.17,6582671.73,46.28,6.72,6,"ASSEZ SURE"
740148,1909/02/20,"8 h 22 min","CHABLAIS (ST-GINGOLPH)","ALPES SAVOYARDES",REPLIQUE,991842.82,6595918.23,46.40,6.80,,"INFORMATION ISOLÉE"
230043,1909/02/26,"12 h","HAUTE-MARCHE (E. PONTARION)",LIMOUSIN,,617450.01,6545031.43,46.00,1.93,5,"ASSEZ SURE"
740070,1909/03/06,"1 h","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
740071,1909/03/07,"7 h 37 min","CHABLAIS (ABONDANCE)","ALPES SAVOYARDES",REPLIQUE,986057.17,6582671.73,46.28,6.72,,
1140096,1909/04/06,"21 h 27 min 50 sec","CATALOGNE (ST ESTEVE DE LLEMANA)",ESPAGNE,,669601.51,6109283.91,42.08,2.63,5,"ASSEZ SURE"
90015,1909/05/24,"21 h 55 min","COUSERANS (LUZENAC)","PYRENEES CENTRALES",,598941.82,6186025.51,42.77,1.77,4,"INFORMATION ISOLÉE"
1130184,1909/05/27,"6 h 10 min","RIVIERA DI PONENTE (DIANO MARINA)",ITALIE,,1108148.06,6324363.72,43.90,8.08,6,"ASSEZ SURE"
130057,1909/06/11,"21 h 14 min","TREVARESSE (LAMBESC)",PROVENCE,"GROUPE DE SECOUSSES D UN ESSAIM",886925.31,6286182.01,43.65,5.32,8.5,SURE
130062,1909/06/12,,"TREVARESSE (LAMBESC)",PROVENCE,"GROUPE DE SECOUSSES D UN ESSAIM",882892.07,6286064.92,43.65,5.27,,
130058,1909/06/13,"5 h 30 min","TREVARESSE (LAMBESC)",PROVENCE,REPLIQUE,898082.47,6273546.49,43.53,5.45,5,"INFORMATION ISOLÉE"
500054,1909/06/20,"22 h 30 min","AVRANCHIN (GRANDVILLE)",NORMANDIE,,363849.94,6870864.97,48.85,-1.58,3.5,"INFORMATION ISOLÉE"
850029,1909/06/23,"19 h 43 min","BOCAGE VENDEEN (LES HERBIERS)","PAYS NANTAIS ET VENDEEN",,377684.38,6649364.03,46.87,-1.23,5,"ASSEZ SURE"
130122,1909/06/25,"15 h 45 min","TREVARESSE (ROGNES)",PROVENCE,REPLIQUE,885580.88,6286142.70,43.65,5.30,5.5,INCERTAINE
130059,1909/07/10,"21 h 5 min","TREVARESSE (LAMBESC)",PROVENCE,REPLIQUE,886870.97,6288033.51,43.67,5.32,6,INCERTAINE
130060,1909/07/11,"22 h 15 min","TREVARESSE (LAMBESC)",PROVENCE,REPLIQUE,899718.85,6264330.60,43.45,5.47,5,"INFORMATION ISOLÉE"
130061,1909/07/11,"23 h 30 min","BASSIN D'AIX-EN-PROVENCE (GARDANNE)",PROVENCE,,899718.85,6264330.60,43.45,5.47,,
650513,1909/07/19,"10 h 50 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,,"INFORMATION ISOLÉE"
290022,1909/08/05,"15 h 11 min","PAYS DE BREST (BREST)",BRETAGNE,,137292.45,6840091.38,48.42,-4.62,5,"ASSEZ SURE"
220029,1909/08/06,"15 h","TREGOR (PLEUBIAN)",BRETAGNE,,250226.03,6876729.81,48.83,-3.13,4.5,"INFORMATION ISOLÉE"
220024,1909/08/08,"11 h","TREGOR (LANNION)",BRETAGNE,,218817.34,6868103.06,48.73,-3.55,3.5,"INFORMATION ISOLÉE"
640289,1909/08/09,"8 h 45 min","BEARN (ARETTE)","PYRENEES OCCIDENTALES",,397303.76,6229427.52,43.10,-0.72,,
130064,1909/09/22,"6 h 30 min","TREVARESSE (LAMBESC)",PROVENCE,"GROUPE DE SECOUSSES D UN ESSAIM",885580.88,6286142.70,43.65,5.30,6,INCERTAINE
1130185,1909/10/05,"2 h 10 min","PIEMONT (PINEROLO)",ITALIE,,1028422.81,6412432.82,44.73,7.15,5,"ASSEZ SURE"
290023,1909/10/18,"4 h","LEON (PLOUVORN)",BRETAGNE,"GROUPE DE SECOUSSES D UN ESSAIM",181917.52,6854546.53,48.58,-4.03,4,INCERTAINE
130078,1909/11/11,"20 h 40 min","TREVARESSE (PUY-SAINTE-REPARADE)",PROVENCE,REPLIQUE,893703.47,6284531.36,43.63,5.40,5,INCERTAINE
130144,1909/11/11,"2 h","TREVARESSE (ROGNES)",PROVENCE,,889558.95,6288112.97,43.67,5.35,2.5,"INFORMATION ISOLÉE"
130145,1909/11/11,"5 h 20 min","TREVARESSE (ROGNES)",PROVENCE,,889558.95,6288112.97,43.67,5.35,,"INFORMATION ISOLÉE"
740072,1909/11/25,"21 h 50 min","GENEVOIS (LE GRAND-BORNAND)","ALPES SAVOYARDES",,965873.40,6544702.41,45.95,6.43,,
130146,1909/12/02,"8 h 20 min","TREVARESSE (LAMBESC)",PROVENCE,,882892.07,6286064.92,43.65,5.27,4.5,"INFORMATION ISOLÉE"
1110016,1909/12/30,"23 h 52 min 20 sec","FORET NOIRE (HAAGEN)",ALLEMAGNE,,1047634.40,6737937.11,47.65,7.63,4,"ASSEZ SURE"
650259,1909/12/31,"15 h 50 min","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",,445191.03,6203239.95,42.88,-0.12,4,"INFORMATION ISOLÉE"
1110200,1909/12/31,,"FORET NOIRE (FREIBURG)",ALLEMAGNE,,1062724.28,6777805.06,48.00,7.87,,"INFORMATION ISOLÉE"
520037,1910/01/17,"1 h 40 min","PLATEAU DE LANGRES (POINSON-LES-NOGENT)",CHAMPAGNE,,874048.41,6767343.37,47.98,5.33,5,"ASSEZ SURE"
650260,1910/03,,"BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES","GROUPE DE SECOUSSES D UN ESSAIM",467718.61,6222788.66,43.07,0.15,,
670077,1910/03/27,"17 h 53 min 21 sec","PLAINE DE BASSE-ALSACE (ERSTEIN)",ALSACE,,1041298.86,6824763.77,48.43,7.62,5.5,INCERTAINE
40062,1910/04/28,"2 h 30 min","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",,958806.03,6338743.55,44.10,6.23,,
40063,1910/04/28,"13 h 30 min","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",,958806.03,6338743.55,44.10,6.23,,
730157,1910/05/15,"5 h 35 min","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM",975930.38,6493271.86,45.48,6.53,5,"INFORMATION ISOLÉE"
660044,1910/05/18,"3 h 20 min","ALBERES (CERBERE)","PYRENEES ORIENTALES",,713735.35,6148173.02,42.43,3.17,,
130065,1910/05/19,"3 h 15 min","TREVARESSE (GRANS)",PROVENCE,,886979.65,6284330.48,43.63,5.32,,
130066,1910/05/19,"18 h 25 min","TREVARESSE (LAMBESC)",PROVENCE,,882892.07,6286064.92,43.65,5.27,5,"INFORMATION ISOLÉE"
130143,1910/05/19,"3 h 15 min","CRAU (GRANS)",PROVENCE,,866855.35,6281918.83,43.62,5.07,3,"INFORMATION ISOLÉE"
130067,1910/05/22,"18 h 31 min","TREVARESSE (ROGNES)",PROVENCE,,885526.93,6287994.21,43.67,5.30,5.5,"ASSEZ SURE"
340017,1910/05/23,"3 h","LITTORAL LANGUEDOCIEN (AGDE)",LANGUEDOC,,737878.19,6246501.84,43.32,3.47,,
1120077,1910/05/26,"7 h 12 min 30 sec","JURA SUISSE (LAUFEN)",SUISSE,,1039012.55,6713327.28,47.43,7.50,6,"ASSEZ SURE"
1120280,1910/05/26,"2 h 45 min","JURA SUISSE (BINNINGEN)",SUISSE,PRECURSEUR,1043387.31,6724706.10,47.53,7.57,3.5,"INFORMATION ISOLÉE"
640290,1910/06/30,"5 h","BEARN (S. ARTHEZ-D'ASSON ?)","PYRENEES OCCIDENTALES",,438076.41,6229491.18,43.12,-0.22,,
130142,1910/07/15,"21 h 20 min","TREVARESSE (LAMBESC)",PROVENCE,,885526.93,6287994.21,43.67,5.30,,
130141,1910/07/31,"20 h 37 min","TREVARESSE (ROGNES)",PROVENCE,,889558.95,6288112.97,43.67,5.35,5,"INFORMATION ISOLÉE"
260194,1910/10,,"TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,,840774.46,6364645.20,44.37,4.77,3.5,INCERTAINE
1140042,1910/10/01,"19 h 30 min","RIBAGORZA (BENASQUE)",ESPAGNE,,497329.22,6169864.73,42.60,0.53,5.5,INCERTAINE
260105,1910/10/09,"23 h","BARONNIES (BARRET-DE-LIOURE)",DAUPHINE,,898505.35,6345824.35,44.18,5.48,3.5,"INFORMATION ISOLÉE"
130068,1910/11/01,"17 h 40 min","CRAU (SALON-DE-PROVENCE)",PROVENCE,,869447.40,6285693.08,43.65,5.10,5,"ASSEZ SURE"
1110217,1910/12/07,"19 h 51 min 6 sec","FORET NOIRE (BELLINGEN)",ALLEMAGNE,,1042102.98,6746888.71,47.73,7.57,5.5,"ASSEZ SURE"
1110218,1910/12/08,"1 h","FORET NOIRE (BELLINGEN)",ALLEMAGNE,REPLIQUE,1042102.98,6746888.71,47.73,7.57,,
180024,1910/12/20,,"CHAMPAGNE BERRICHONNE (BOURGES ?)",BERRY,,654478.87,6664959.67,47.08,2.40,,"INFORMATION ISOLÉE"
30017,1911/01/04,"17 h 42 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT ?)",BERRY,,642571.45,6609527.40,46.58,2.25,5,ARBITRAIRE
30037,1911/01/04,"18 h 40 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT ?)",BERRY,REPLIQUE,642571.45,6609527.40,46.58,2.25,,
380047,1911/01/06,"3 h","GRESIVAUDAN (GRENOBLE)",DAUPHINE,,913329.05,6457450.46,45.18,5.72,,
630053,1911/01/20,"20 h","LIVRADOIS (AUZELLES)",AUVERGNE,,737666.90,6502019.70,45.62,3.48,4.5,INCERTAINE
630092,1911/01/20,"19 h","LIVRADOIS (AUZELLES)",AUVERGNE,PRECURSEUR,736368.11,6502011.89,45.62,3.47,,
130079,1911/03/20,"23 h 41 min","TREVARESSE (PUY-SAINTE-REPARADE)",PROVENCE,,896278.78,6288316.56,43.67,5.43,,"INFORMATION ISOLÉE"
1100067,1911/03/30,"0 h 15 min","HAINAUT (CHARLEROI)",BELGIQUE,,803197.99,7036403.98,50.42,4.45,5.5,INCERTAINE
650261,1911/04/10,"20 h 34 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,3,"INFORMATION ISOLÉE"
